Time (%),Total Time (s),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.0,56.4044439,1,56404443886.0,56404443886.0,56404443886,56404443886,0.0,PushPop,:Main
49.8,56.1311357,1,56131135678.0,56131135678.0,56131135678,56131135678,0.0,PushPop,:Compute
0.2,0.273051023,1,273051023.0,273051023.0,273051023,273051023,0.0,PushPop,:IO
