Time (%),Total Time (s),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.0,21.1764885,1,21176488478.0,21176488478.0,21176488478,21176488478,0.0,PushPop,:Main
49.5,20.9822894,1,20982289367.0,20982289367.0,20982289367,20982289367,0.0,PushPop,:Compute
0.5,0.193657537,1,193657537.0,193657537.0,193657537,193657537,0.0,PushPop,:IO
