Time (%),Total Time (s),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.0,10.6379535,1,10637953485.0,10637953485.0,10637953485,10637953485,0.0,PushPop,:Main
49.1,10.4412902,1,10441290221.0,10441290221.0,10441290221,10441290221,0.0,PushPop,:Compute
0.9,0.196152256,1,196152256.0,196152256.0,196152256,196152256,0.0,PushPop,:IO
