Time (%),Total Time (s),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.0,42.5371112,1,42537111157.0,42537111157.0,42537111157,42537111157,0.0,PushPop,:Main
49.8,42.3391282,1,42339128167.0,42339128167.0,42339128167,42339128167,0.0,PushPop,:Compute
0.2,0.197775782,1,197775782.0,197775782.0,197775782,197775782,0.0,PushPop,:IO
