Time (%),Total Time (s),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.0,5.41403096,1,5414030959.0,5414030959.0,5414030959,5414030959,0.0,PushPop,:Main
48.2,5.21528969,1,5215289685.0,5215289685.0,5215289685,5215289685,0.0,PushPop,:Compute
1.8,0.198198286,1,198198286.0,198198286.0,198198286,198198286,0.0,PushPop,:IO
