Time (%),Total Time (s),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.0,9.84317591,1,9843175910.0,9843175910.0,9843175910,9843175910,0.0,PushPop,:Main
49.8,9.81207902,1,9812079016.0,9812079016.0,9812079016,9812079016,0.0,PushPop,:Compute
0.2,0.031005987,1,31005987.0,31005987.0,31005987,31005987,0.0,PushPop,:IO
